"","groupID","featureID"
"MGAT1:E013","MGAT1","E013"
"MGAT1:E014","MGAT1","E014"
"MGAT1:E015","MGAT1","E015"
"MGAT1:E016","MGAT1","E016"
"MGAT1:E017","MGAT1","E017"
"MGAT1:E018","MGAT1","E018"
"MGAT1:E019","MGAT1","E019"
"MGAT1:E020","MGAT1","E020"
"MGAT1:E021","MGAT1","E021"
"MGAT1:E022","MGAT1","E022"
"MGAT1:E023","MGAT1","E023"
"MGAT1:E024","MGAT1","E024"
"MGAT1:E025","MGAT1","E025"
"MGAT1:E026","MGAT1","E026"
"MGAT3:E001","MGAT3","E001"
"MGAT3:E002","MGAT3","E002"
"MGAT3:E003","MGAT3","E003"
"MGAT4B:E001","MGAT4B","E001"
"MGAT4B:E002","MGAT4B","E002"
"MGAT4B:E003","MGAT4B","E003"
"MGAT4B:E004","MGAT4B","E004"
"MGAT4B:E005","MGAT4B","E005"
"MGAT4B:E006","MGAT4B","E006"
"MGAT4B:E007","MGAT4B","E007"
"MGAT4B:E009","MGAT4B","E009"
"MGAT4B:E010","MGAT4B","E010"
"MGAT4B:E011","MGAT4B","E011"
"MGAT4B:E012","MGAT4B","E012"
"MGAT4B:E013","MGAT4B","E013"
"MGAT4B:E014","MGAT4B","E014"
"MGAT4B:E015","MGAT4B","E015"
"MGAT4B:E016","MGAT4B","E016"
"MGAT4B:E017","MGAT4B","E017"
"MGAT4B:E018","MGAT4B","E018"
"MGAT4B:E019","MGAT4B","E019"
"MGAT4B:E020","MGAT4B","E020"
"MGAT4B:E021","MGAT4B","E021"
"MGAT4B:E022","MGAT4B","E022"
"MGME1:E001","MGME1","E001"
"MGME1:E002","MGME1","E002"
"MGME1:E003","MGME1","E003"
"MGME1:E004","MGME1","E004"
"MGME1:E005","MGME1","E005"
"MGME1:E006","MGME1","E006"
"MGME1:E007","MGME1","E007"
"MGME1:E008","MGME1","E008"
"MGME1:E009","MGME1","E009"
"MGME1:E010","MGME1","E010"
"MGME1:E011","MGME1","E011"
"MGME1:E012","MGME1","E012"
"MGME1:E013","MGME1","E013"
"MGST1:E001","MGST1","E001"
"MGST1:E002","MGST1","E002"
"MGST1:E004","MGST1","E004"
"MGST1:E005","MGST1","E005"
"MGST1:E006","MGST1","E006"
"MGST1:E007","MGST1","E007"
"MGST1:E008","MGST1","E008"
"MGST1:E009","MGST1","E009"
"MGST1:E011","MGST1","E011"
"MGST1:E013","MGST1","E013"
"MGST2:E001","MGST2","E001"
"MGST2:E002","MGST2","E002"
"MGST2:E003","MGST2","E003"
"MGST2:E004","MGST2","E004"
"MGST2:E005","MGST2","E005"
"MGST2:E006","MGST2","E006"
"MGST2:E007","MGST2","E007"
"MGST2:E008","MGST2","E008"
"MGST2:E009","MGST2","E009"
"MGST2:E010","MGST2","E010"
"MGST2:E011","MGST2","E011"
"MGST2:E012","MGST2","E012"
"MGST2:E013","MGST2","E013"
"MGST2:E014","MGST2","E014"
"MGST3:E001","MGST3","E001"
"MGST3:E003","MGST3","E003"
"MGST3:E004","MGST3","E004"
"MGST3:E005","MGST3","E005"
"MGST3:E006","MGST3","E006"
"MGST3:E007","MGST3","E007"
"MGST3:E008","MGST3","E008"
"MIA2:E002","MIA2","E002"
"MIA2:E003","MIA2","E003"
"MIA2:E004","MIA2","E004"
"MIA2:E005","MIA2","E005"
"MIA2:E006","MIA2","E006"
"MIA2:E007","MIA2","E007"
"MIA2:E013","MIA2","E013"
"MIA2:E014","MIA2","E014"
"MIA2:E015","MIA2","E015"
"MIA2:E016","MIA2","E016"
"MIA2:E017","MIA2","E017"
"MIA2:E018","MIA2","E018"
"MIA2:E019","MIA2","E019"
"MIA2:E020","MIA2","E020"
"MIA2:E021","MIA2","E021"
"MIA2:E022","MIA2","E022"
"MIA2:E024","MIA2","E024"
"MIA2:E025","MIA2","E025"
"MIA2:E026","MIA2","E026"
"MIA2:E027","MIA2","E027"
"MIA2:E028","MIA2","E028"
"MIA2:E029","MIA2","E029"
"MIA2:E030","MIA2","E030"
"MIA2:E031","MIA2","E031"
"MIA2:E033","MIA2","E033"
"MIA2:E034","MIA2","E034"
"MIA2:E035","MIA2","E035"
"MIA2:E036","MIA2","E036"
"MIA2:E037","MIA2","E037"
"MIA2:E038","MIA2","E038"
"MIA2:E039","MIA2","E039"
"MIA2:E040","MIA2","E040"
"MIA2:E041","MIA2","E041"
"MIA2:E042","MIA2","E042"
"MIA2:E043","MIA2","E043"
"MIA2:E044","MIA2","E044"
"MIA2:E047","MIA2","E047"
"MIA2:E048","MIA2","E048"
"MIA2:E050","MIA2","E050"
"MIA2:E051","MIA2","E051"
"MIA2:E052","MIA2","E052"
"MIA2:E053","MIA2","E053"
"MIA2:E054","MIA2","E054"
"MIA2:E057","MIA2","E057"
"MIA3:E001","MIA3","E001"
"MIA3:E002","MIA3","E002"
"MIA3:E003","MIA3","E003"
"MIA3:E004","MIA3","E004"
"MIA3:E005","MIA3","E005"
"MIA3:E006","MIA3","E006"
"MIA3:E007","MIA3","E007"
"MIA3:E008","MIA3","E008"
"MIA3:E009","MIA3","E009"
"MIA3:E010","MIA3","E010"
"MIA3:E011","MIA3","E011"
"MIA3:E012","MIA3","E012"
"MIA3:E013","MIA3","E013"
"MIA3:E014","MIA3","E014"
"MIA3:E015","MIA3","E015"
"MIA3:E016","MIA3","E016"
"MIA3:E017","MIA3","E017"
"MIA3:E018","MIA3","E018"
"MIA3:E019","MIA3","E019"
"MIA3:E020","MIA3","E020"
"MIA3:E023","MIA3","E023"
"MIA3:E026","MIA3","E026"
"MIA3:E027","MIA3","E027"
"MIA3:E028","MIA3","E028"
"MIA3:E029","MIA3","E029"
"MIA3:E030","MIA3","E030"
"MIA3:E031","MIA3","E031"
"MIA3:E032","MIA3","E032"
"MIA3:E033","MIA3","E033"
"MIA3:E034","MIA3","E034"
"MIA3:E035","MIA3","E035"
"MIB2:E001","MIB2","E001"
"MIB2:E002","MIB2","E002"
"MIB2:E003","MIB2","E003"
"MIB2:E004","MIB2","E004"
"MIB2:E005","MIB2","E005"
"MIB2:E006","MIB2","E006"
"MIB2:E007","MIB2","E007"
"MIB2:E008","MIB2","E008"
"MIB2:E009","MIB2","E009"
"MIB2:E010","MIB2","E010"
"MIB2:E011","MIB2","E011"
"MIB2:E012","MIB2","E012"
"MIB2:E013","MIB2","E013"
"MIB2:E014","MIB2","E014"
"MIB2:E015","MIB2","E015"
"MIB2:E016","MIB2","E016"
"MIB2:E019","MIB2","E019"
"MIB2:E020","MIB2","E020"
"MIB2:E021","MIB2","E021"
"MIB2:E022","MIB2","E022"
"MIB2:E023","MIB2","E023"
"MIB2:E024","MIB2","E024"
"MIB2:E025","MIB2","E025"
"MIB2:E026","MIB2","E026"
"MIB2:E027","MIB2","E027"
"MIB2:E028","MIB2","E028"
"MIB2:E029","MIB2","E029"
"MIB2:E030","MIB2","E030"
"MIB2:E031","MIB2","E031"
"MIB2:E032","MIB2","E032"
"MIB2:E033","MIB2","E033"
"MIB2:E034","MIB2","E034"
"MIB2:E035","MIB2","E035"
"MIB2:E036","MIB2","E036"
"MIB2:E037","MIB2","E037"
"MIB2:E038","MIB2","E038"
"MIB2:E039","MIB2","E039"
"MIB2:E040","MIB2","E040"
"MIB2:E041","MIB2","E041"
"MIB2:E042","MIB2","E042"
"MIB2:E043","MIB2","E043"
"MIB2:E045","MIB2","E045"
"MIB2:E046","MIB2","E046"
"MIB2:E047","MIB2","E047"
"MIB2:E048","MIB2","E048"
"MIB2:E049","MIB2","E049"
"MICA:E001","MICA","E001"
"MICA:E002","MICA","E002"
"MICA:E003","MICA","E003"
"MICA:E004","MICA","E004"
"MICA:E005","MICA","E005"
"MICA:E006","MICA","E006"
"MICA:E007","MICA","E007"
"MICA:E008","MICA","E008"
"MICA:E009","MICA","E009"
"MICALL2:E005","MICALL2","E005"
"MICALL2:E006","MICALL2","E006"
"MICALL2:E007","MICALL2","E007"
"MICALL2:E008","MICALL2","E008"
"MICALL2:E009","MICALL2","E009"
"MICALL2:E010","MICALL2","E010"
"MICALL2:E011","MICALL2","E011"
"MICALL2:E012","MICALL2","E012"
"MICALL2:E013","MICALL2","E013"
"MICALL2:E014","MICALL2","E014"
"MICALL2:E016","MICALL2","E016"
"MICALL2:E017","MICALL2","E017"
"MICALL2:E018","MICALL2","E018"
"MICALL2:E019","MICALL2","E019"
"MICALL2:E020","MICALL2","E020"
"MICALL2:E021","MICALL2","E021"
"MICALL2:E022","MICALL2","E022"
"MICALL2:E023","MICALL2","E023"
"MICALL2:E024","MICALL2","E024"
"MICALL2:E025","MICALL2","E025"
"MICALL2:E026","MICALL2","E026"
"MICOS13:E001","MICOS13","E001"
"MICOS13:E002","MICOS13","E002"
"MICOS13:E003","MICOS13","E003"
"MICOS13:E004","MICOS13","E004"
"MICOS13:E005","MICOS13","E005"
"MICOS13:E006","MICOS13","E006"
"MICOS13:E007","MICOS13","E007"
"MICOS13:E008","MICOS13","E008"
"MICU3:E001","MICU3","E001"
"MICU3:E002","MICU3","E002"
"MICU3:E003","MICU3","E003"
"MICU3:E004","MICU3","E004"
"MICU3:E005","MICU3","E005"
"MICU3:E006","MICU3","E006"
"MICU3:E007","MICU3","E007"
"MICU3:E008","MICU3","E008"
"MICU3:E009","MICU3","E009"
"MICU3:E010","MICU3","E010"
"MICU3:E011","MICU3","E011"
"MICU3:E012","MICU3","E012"
"MICU3:E013","MICU3","E013"
"MICU3:E014","MICU3","E014"
"MICU3:E015","MICU3","E015"
"MICU3:E016","MICU3","E016"
"MICU3:E017","MICU3","E017"
"MICU3:E018","MICU3","E018"
"MICU3:E019","MICU3","E019"
"MICU3:E020","MICU3","E020"
"MICU3:E021","MICU3","E021"
"MICU3:E022","MICU3","E022"
"MICU3:E024","MICU3","E024"
"MICU3:E027","MICU3","E027"
"MICU3:E028","MICU3","E028"
"MICU3:E029","MICU3","E029"
"MID1:E002","MID1","E002"
"MID1:E004","MID1","E004"
"MID1:E005","MID1","E005"
"MID1:E006","MID1","E006"
"MID1:E007","MID1","E007"
"MID1:E008","MID1","E008"
"MID1:E009","MID1","E009"
"MID1:E011","MID1","E011"
"MID1:E012","MID1","E012"
"MID1:E014","MID1","E014"
"MID1:E015","MID1","E015"
"MID1:E016","MID1","E016"
"MID1:E017","MID1","E017"
"MID1:E018","MID1","E018"
"MIER1:E001","MIER1","E001"
"MIER1:E002","MIER1","E002"
"MIER1:E003","MIER1","E003"
"MIER1:E004","MIER1","E004"
"MIER1:E005","MIER1","E005"
"MIER1:E007","MIER1","E007"
"MIER1:E008","MIER1","E008"
"MIER1:E009","MIER1","E009"
"MIER1:E010","MIER1","E010"
"MIER1:E011","MIER1","E011"
"MIER1:E012","MIER1","E012"
"MIER1:E014","MIER1","E014"
"MIER1:E015","MIER1","E015"
"MIER1:E016","MIER1","E016"
"MIER1:E017","MIER1","E017"
"MIER1:E020","MIER1","E020"
"MIER1:E021","MIER1","E021"
"MIER1:E022","MIER1","E022"
"MIER1:E023","MIER1","E023"
"MIER1:E024","MIER1","E024"
"MIER1:E025","MIER1","E025"
"MIER1:E026","MIER1","E026"
"MIER1:E027","MIER1","E027"
"MIER1:E028","MIER1","E028"
"MIER1:E029","MIER1","E029"
"MIER1:E030","MIER1","E030"
"MIER1:E032","MIER1","E032"
"MIER1:E033","MIER1","E033"
"MIER1:E034","MIER1","E034"
"MIER1:E035","MIER1","E035"
"MIER1:E036","MIER1","E036"
"MIER1:E037","MIER1","E037"
"MIER1:E038","MIER1","E038"
"MIF4GD:E001","MIF4GD","E001"
"MIF4GD:E002","MIF4GD","E002"
"MIF4GD:E003","MIF4GD","E003"
"MIF4GD:E004","MIF4GD","E004"
"MIF4GD:E005","MIF4GD","E005"
"MIF4GD:E006","MIF4GD","E006"
"MIF4GD:E007","MIF4GD","E007"
"MIF4GD:E008","MIF4GD","E008"
"MIF4GD:E009","MIF4GD","E009"
"MIF4GD:E010","MIF4GD","E010"
"MIF4GD:E011","MIF4GD","E011"
"MIF4GD:E013","MIF4GD","E013"
"MIF4GD:E014","MIF4GD","E014"
"MIF4GD:E015","MIF4GD","E015"
"MIF4GD:E016","MIF4GD","E016"
"MIF4GD:E017","MIF4GD","E017"
"MIF4GD:E018","MIF4GD","E018"
"MIF4GD:E019","MIF4GD","E019"
"MIF4GD:E020","MIF4GD","E020"
"MIF:E001","MIF","E001"
"MIF:E002","MIF","E002"
"MIF:E003","MIF","E003"
"MILR1:E002","MILR1","E002"
"MILR1:E003","MILR1","E003"
"MILR1:E004","MILR1","E004"
"MILR1:E005","MILR1","E005"
"MILR1:E006","MILR1","E006"
"MILR1:E007","MILR1","E007"
"MILR1:E008","MILR1","E008"
"MILR1:E009","MILR1","E009"
"MILR1:E010","MILR1","E010"
"MILR1:E011","MILR1","E011"
"MILR1:E012","MILR1","E012"
"MILR1:E013","MILR1","E013"
"MILR1:E014","MILR1","E014"
"MILR1:E015","MILR1","E015"
"MILR1:E016","MILR1","E016"
"MILR1:E018","MILR1","E018"
"MILR1:E019","MILR1","E019"
"MINDY3:E002","MINDY3","E002"
"MINDY3:E003","MINDY3","E003"
"MINDY3:E004","MINDY3","E004"
"MINDY3:E005","MINDY3","E005"
"MINDY3:E006","MINDY3","E006"
"MINDY3:E007","MINDY3","E007"
"MINDY3:E008","MINDY3","E008"
"MINDY3:E009","MINDY3","E009"
"MINDY3:E010","MINDY3","E010"
"MINDY3:E011","MINDY3","E011"
"MINDY3:E012","MINDY3","E012"
"MINDY3:E013","MINDY3","E013"
"MINDY3:E014","MINDY3","E014"
"MINDY3:E015","MINDY3","E015"
"MINDY3:E016","MINDY3","E016"
"MINDY3:E017","MINDY3","E017"
"MINDY3:E018","MINDY3","E018"
"MINDY3:E019","MINDY3","E019"
"MINDY3:E021","MINDY3","E021"
"MINDY3:E022","MINDY3","E022"
"MIS18BP1:E001","MIS18BP1","E001"
"MIS18BP1:E002","MIS18BP1","E002"
"MIS18BP1:E003","MIS18BP1","E003"
"MIS18BP1:E004","MIS18BP1","E004"
"MIS18BP1:E005","MIS18BP1","E005"
"MIS18BP1:E006","MIS18BP1","E006"
"MIS18BP1:E007","MIS18BP1","E007"
"MIS18BP1:E008","MIS18BP1","E008"
"MIS18BP1:E009","MIS18BP1","E009"
"MIS18BP1:E010","MIS18BP1","E010"
"MIS18BP1:E011","MIS18BP1","E011"
"MIS18BP1:E012","MIS18BP1","E012"
"MIS18BP1:E013","MIS18BP1","E013"
"MIS18BP1:E014","MIS18BP1","E014"
"MIS18BP1:E015","MIS18BP1","E015"
"MIS18BP1:E016","MIS18BP1","E016"
"MIS18BP1:E017","MIS18BP1","E017"
"MIS18BP1:E019","MIS18BP1","E019"
"MIS18BP1:E021","MIS18BP1","E021"
"MIS18BP1:E022","MIS18BP1","E022"
"MITD1:E001","MITD1","E001"
"MITD1:E002","MITD1","E002"
"MITD1:E003","MITD1","E003"
"MITD1:E004","MITD1","E004"
"MITD1:E005","MITD1","E005"
"MITD1:E006","MITD1","E006"
"MITD1:E007","MITD1","E007"
"MITD1:E008","MITD1","E008"
"MITD1:E009","MITD1","E009"
"MITD1:E010","MITD1","E010"
"MITD1:E011","MITD1","E011"
"MITD1:E012","MITD1","E012"
"MITD1:E013","MITD1","E013"
"MITD1:E014","MITD1","E014"
"MKNK1:E001","MKNK1","E001"
"MKNK1:E002","MKNK1","E002"
"MKNK1:E003","MKNK1","E003"
"MKNK1:E004","MKNK1","E004"
"MKNK1:E005","MKNK1","E005"
"MKNK1:E006","MKNK1","E006"
"MKNK1:E007","MKNK1","E007"
"MKNK1:E008","MKNK1","E008"
"MKNK1:E009","MKNK1","E009"
"MKNK1:E011","MKNK1","E011"
"MKNK1:E012","MKNK1","E012"
"MKNK1:E013","MKNK1","E013"
"MKNK1:E014","MKNK1","E014"
"MKNK1:E015","MKNK1","E015"
"MKNK1:E016","MKNK1","E016"
"MKNK1:E017","MKNK1","E017"
"MKNK1:E018","MKNK1","E018"
"MKNK1:E019","MKNK1","E019"
"MKNK1:E020","MKNK1","E020"
"MKNK1:E021","MKNK1","E021"
"MKNK1:E022","MKNK1","E022"
"MKNK1:E024","MKNK1","E024"
"MKNK1:E025","MKNK1","E025"
"MKNK1:E026","MKNK1","E026"
"MKNK1:E027","MKNK1","E027"
"MKNK1:E028","MKNK1","E028"
"MKNK2:E001","MKNK2","E001"
"MKNK2:E002","MKNK2","E002"
"MKNK2:E003","MKNK2","E003"
"MKNK2:E004","MKNK2","E004"
"MKNK2:E005","MKNK2","E005"
"MKNK2:E006","MKNK2","E006"
"MKNK2:E007","MKNK2","E007"
"MKNK2:E008","MKNK2","E008"
"MKNK2:E009","MKNK2","E009"
"MKNK2:E010","MKNK2","E010"
"MKNK2:E011","MKNK2","E011"
"MKNK2:E013","MKNK2","E013"
"MKNK2:E014","MKNK2","E014"
"MKNK2:E015","MKNK2","E015"
"MKNK2:E016","MKNK2","E016"
"MKRN1:E002","MKRN1","E002"
"MKRN1:E003","MKRN1","E003"
"MKRN1:E004","MKRN1","E004"
"MKRN1:E005","MKRN1","E005"
"MKRN1:E006","MKRN1","E006"
"MKRN1:E007","MKRN1","E007"
"MKRN1:E008","MKRN1","E008"
"MKRN1:E009","MKRN1","E009"
"MKRN1:E010","MKRN1","E010"
"MKRN1:E011","MKRN1","E011"
"MKRN1:E012","MKRN1","E012"
"MKRN1:E013","MKRN1","E013"
"MKRN1:E014","MKRN1","E014"
"MKRN1:E015","MKRN1","E015"
"MKRN1:E016","MKRN1","E016"
"MKRN2OS:E001","MKRN2OS","E001"
"MKRN2OS:E002","MKRN2OS","E002"
"MKRN2OS:E003","MKRN2OS","E003"
"MKRN2OS:E004","MKRN2OS","E004"
"MKRN2OS:E005","MKRN2OS","E005"
"MKRN2OS:E006","MKRN2OS","E006"
"MKRN2OS:E007","MKRN2OS","E007"
"MKRN2OS:E008","MKRN2OS","E008"
"MKRN2OS:E011","MKRN2OS","E011"
"MLEC:E001","MLEC","E001"
"MLEC:E002","MLEC","E002"
"MLEC:E003","MLEC","E003"
"MLEC:E004","MLEC","E004"
"MLEC:E005","MLEC","E005"
"MLEC:E006","MLEC","E006"
"MLEC:E007","MLEC","E007"
"MLEC:E009","MLEC","E009"
"MLEC:E010","MLEC","E010"
"MLF2:E001","MLF2","E001"
"MLF2:E002","MLF2","E002"
"MLF2:E003","MLF2","E003"
"MLF2:E004","MLF2","E004"
"MLF2:E005","MLF2","E005"
"MLF2:E006","MLF2","E006"
"MLF2:E007","MLF2","E007"
"MLF2:E008","MLF2","E008"
"MLF2:E009","MLF2","E009"
"MLF2:E010","MLF2","E010"
"MLF2:E011","MLF2","E011"
"MLLT10:E001","MLLT10","E001"
"MLLT10:E002","MLLT10","E002"
"MLLT10:E003","MLLT10","E003"
"MLLT10:E005","MLLT10","E005"
"MLLT10:E006","MLLT10","E006"
"MLLT10:E007","MLLT10","E007"
"MLLT10:E008","MLLT10","E008"
"MLLT10:E009","MLLT10","E009"
"MLLT10:E010","MLLT10","E010"
"MLLT10:E011","MLLT10","E011"
"MLLT10:E012","MLLT10","E012"
"MLLT10:E013","MLLT10","E013"
"MLLT10:E014","MLLT10","E014"
"MLLT10:E015","MLLT10","E015"
"MLLT10:E016","MLLT10","E016"
"MLLT10:E017","MLLT10","E017"
"MLLT10:E018","MLLT10","E018"
"MLLT10:E019","MLLT10","E019"
"MLLT10:E020","MLLT10","E020"
"MLLT10:E022","MLLT10","E022"
"MLLT10:E023","MLLT10","E023"
"MLLT10:E024","MLLT10","E024"
"MLLT10:E025","MLLT10","E025"
"MLLT10:E026","MLLT10","E026"
"MLLT10:E027","MLLT10","E027"
"MLLT10:E028","MLLT10","E028"
"MLLT10:E029","MLLT10","E029"
"MLLT10:E030","MLLT10","E030"
"MLLT10:E031","MLLT10","E031"
"MLLT10:E032","MLLT10","E032"
"MLLT10:E033","MLLT10","E033"
"MLLT10:E034","MLLT10","E034"
"MLLT10:E035","MLLT10","E035"
"MLLT10:E037","MLLT10","E037"
"MLLT10:E038","MLLT10","E038"
"MLLT10:E039","MLLT10","E039"
"MLLT10:E040","MLLT10","E040"
"MLLT10:E041","MLLT10","E041"
"MLLT10:E042","MLLT10","E042"
"MLLT10:E043","MLLT10","E043"
"MLLT10:E044","MLLT10","E044"
"MLLT10:E045","MLLT10","E045"
"MLLT10:E046","MLLT10","E046"
"MLLT10:E047","MLLT10","E047"
"MLLT10:E048","MLLT10","E048"
"MLST8:E001","MLST8","E001"
"MLST8:E002","MLST8","E002"
"MLST8:E003","MLST8","E003"
"MLST8:E004","MLST8","E004"
"MLST8:E005","MLST8","E005"
"MLST8:E006","MLST8","E006"
"MLST8:E007","MLST8","E007"
"MLST8:E008","MLST8","E008"
"MLST8:E009","MLST8","E009"
"MLST8:E010","MLST8","E010"
"MLST8:E011","MLST8","E011"
"MLST8:E012","MLST8","E012"
"MLST8:E013","MLST8","E013"
"MLST8:E014","MLST8","E014"
"MLST8:E015","MLST8","E015"
"MLST8:E016","MLST8","E016"
"MLST8:E017","MLST8","E017"
"MLST8:E018","MLST8","E018"
"MLST8:E019","MLST8","E019"
"MLST8:E020","MLST8","E020"
"MLST8:E021","MLST8","E021"
"MLST8:E022","MLST8","E022"
"MLST8:E023","MLST8","E023"
"MLST8:E024","MLST8","E024"
"MLST8:E025","MLST8","E025"
"MMAB:E001","MMAB","E001"
"MMAB:E002","MMAB","E002"
"MMAB:E003","MMAB","E003"
"MMAB:E004","MMAB","E004"
"MMAB:E005","MMAB","E005"
"MMAB:E006","MMAB","E006"
"MMAB:E007","MMAB","E007"
"MMAB:E010","MMAB","E010"
"MMAB:E011","MMAB","E011"
"MMAB:E012","MMAB","E012"
"MMAB:E013","MMAB","E013"
"MMAB:E014","MMAB","E014"
"MMAB:E015","MMAB","E015"
"MMAB:E016","MMAB","E016"
"MMAB:E017","MMAB","E017"
"MMAB:E018","MMAB","E018"
"MMP19:E001","MMP19","E001"
"MMP19:E002","MMP19","E002"
"MMP19:E003","MMP19","E003"
"MMP19:E004","MMP19","E004"
"MMP19:E005","MMP19","E005"
"MMP19:E006","MMP19","E006"
"MMP19:E007","MMP19","E007"
"MMP19:E008","MMP19","E008"
"MMP19:E009","MMP19","E009"
"MMP19:E010","MMP19","E010"
"MMP19:E011","MMP19","E011"
"MMP19:E012","MMP19","E012"
"MMP19:E013","MMP19","E013"
"MMP19:E014","MMP19","E014"
"MMP19:E015","MMP19","E015"
"MMP24:E002","MMP24","E002"
"MMP24:E005","MMP24","E005"
"MMP24:E006","MMP24","E006"
"MMP24:E007","MMP24","E007"
"MMP24:E008","MMP24","E008"
"MMP24:E009","MMP24","E009"
"MMP24:E010","MMP24","E010"
"MMP24:E011","MMP24","E011"
"MMP24:E012","MMP24","E012"
"MMP25:E001","MMP25","E001"
"MMP25:E002","MMP25","E002"
"MMP25:E003","MMP25","E003"
"MMP25:E004","MMP25","E004"
"MMP25:E005","MMP25","E005"
"MMP25:E006","MMP25","E006"
"MMP25:E007","MMP25","E007"
"MMP25:E008","MMP25","E008"
"MMP25:E009","MMP25","E009"
"MMP25:E010","MMP25","E010"
"MMP25:E011","MMP25","E011"
"MMP25:E012","MMP25","E012"
"MMP25:E013","MMP25","E013"
"MMP25:E015","MMP25","E015"
"MMP25:E016","MMP25","E016"
"MMP28:E001","MMP28","E001"
"MMP28:E002","MMP28","E002"
"MMP28:E003","MMP28","E003"
"MMP28:E004","MMP28","E004"
"MMP28:E005","MMP28","E005"
"MMP28:E007","MMP28","E007"
"MMP28:E010","MMP28","E010"
"MMP28:E011","MMP28","E011"
"MMP28:E012","MMP28","E012"
"MMP28:E013","MMP28","E013"
"MMP28:E014","MMP28","E014"
"MMP28:E015","MMP28","E015"
"MMRN2:E001","MMRN2","E001"
"MMRN2:E002","MMRN2","E002"
"MMRN2:E003","MMRN2","E003"
"MMRN2:E004","MMRN2","E004"
"MMRN2:E005","MMRN2","E005"
"MMRN2:E006","MMRN2","E006"
"MMRN2:E007","MMRN2","E007"
"MMRN2:E008","MMRN2","E008"
"MMRN2:E009","MMRN2","E009"
"MMRN2:E010","MMRN2","E010"
"MMS19:E001","MMS19","E001"
"MMS19:E002","MMS19","E002"
"MMS19:E003","MMS19","E003"
"MMS19:E004","MMS19","E004"
"MMS19:E005","MMS19","E005"
"MMS19:E006","MMS19","E006"
"MMS19:E007","MMS19","E007"
"MMS19:E008","MMS19","E008"
"MMS19:E009","MMS19","E009"
"MMS19:E011","MMS19","E011"
"MMS19:E012","MMS19","E012"
"MMS19:E013","MMS19","E013"
"MMS19:E014","MMS19","E014"
"MMS19:E015","MMS19","E015"
"MMS19:E016","MMS19","E016"
"MMS19:E017","MMS19","E017"
"MMS19:E018","MMS19","E018"
"MMS19:E019","MMS19","E019"
"MMS19:E020","MMS19","E020"
"MMS19:E021","MMS19","E021"
"MMS19:E022","MMS19","E022"
"MMS19:E023","MMS19","E023"
"MMS19:E024","MMS19","E024"
"MMS19:E025","MMS19","E025"
"MMS19:E026","MMS19","E026"
"MMS19:E027","MMS19","E027"
"MMS19:E028","MMS19","E028"
"MMS19:E029","MMS19","E029"
"MMS19:E030","MMS19","E030"
"MMS19:E031","MMS19","E031"
"MMS19:E032","MMS19","E032"
"MMS19:E033","MMS19","E033"
"MMS19:E034","MMS19","E034"
"MMS19:E035","MMS19","E035"
"MMS19:E036","MMS19","E036"
"MMS19:E037","MMS19","E037"
"MMS19:E038","MMS19","E038"
"MMS19:E041","MMS19","E041"
"MMS19:E042","MMS19","E042"
"MMS19:E043","MMS19","E043"
"MMS19:E044","MMS19","E044"
"MMS19:E045","MMS19","E045"
"MMS19:E046","MMS19","E046"
"MMS19:E047","MMS19","E047"
"MMS19:E048","MMS19","E048"
"MMS19:E049","MMS19","E049"
"MMS19:E050","MMS19","E050"
"MMS19:E051","MMS19","E051"
"MMS19:E052","MMS19","E052"
"MMS19:E053","MMS19","E053"
"MMS19:E054","MMS19","E054"
"MMS19:E055","MMS19","E055"
"MMS19:E056","MMS19","E056"
"MNAT1:E001","MNAT1","E001"
"MNAT1:E002","MNAT1","E002"
"MNAT1:E003","MNAT1","E003"
"MNAT1:E008","MNAT1","E008"
"MNAT1:E009","MNAT1","E009"
"MNAT1:E010","MNAT1","E010"
"MNAT1:E012","MNAT1","E012"
"MNAT1:E015","MNAT1","E015"
"MNAT1:E016","MNAT1","E016"
"MNAT1:E017","MNAT1","E017"
"MNAT1:E018","MNAT1","E018"
"MNAT1:E019","MNAT1","E019"
"MOK:E001","MOK","E001"
"MOK:E002","MOK","E002"
"MOK:E006","MOK","E006"
"MOK:E007","MOK","E007"
"MOK:E008","MOK","E008"
"MOK:E009","MOK","E009"
"MOK:E010","MOK","E010"
"MOK:E012","MOK","E012"
"MOK:E013","MOK","E013"
"MOK:E014","MOK","E014"
"MOK:E016","MOK","E016"
"MOK:E017","MOK","E017"
"MOK:E018","MOK","E018"
"MOK:E019","MOK","E019"
"MOK:E020","MOK","E020"
"MOK:E021","MOK","E021"
"MOK:E022","MOK","E022"
"MOK:E025","MOK","E025"
"MOK:E026","MOK","E026"
"MOK:E027","MOK","E027"
"MOK:E028","MOK","E028"
"MON2:E001","MON2","E001"
"MON2:E002","MON2","E002"
"MON2:E003","MON2","E003"
"MON2:E007","MON2","E007"
"MON2:E008","MON2","E008"
"MON2:E009","MON2","E009"
"MON2:E010","MON2","E010"
"MON2:E011","MON2","E011"
"MON2:E012","MON2","E012"
"MON2:E013","MON2","E013"
"MON2:E014","MON2","E014"
"MON2:E015","MON2","E015"
"MON2:E016","MON2","E016"
"MON2:E017","MON2","E017"
"MON2:E018","MON2","E018"
"MON2:E019","MON2","E019"
"MON2:E020","MON2","E020"
"MON2:E021","MON2","E021"
"MON2:E022","MON2","E022"
"MON2:E023","MON2","E023"
